"","term_name","genes","APA_effect"
"576","cytoplasm","TNFRSF1B",1.42097931034483
"577","cytoplasm","ERC1",2.81504615384615
"578","cytoplasm","PLA2G6",-4.83974311926606
"579","cytoplasm","IFT80",3.21695495495496
"580","cytoplasm","MMADHC",3.85514285714286
"581","cytoplasm","PLSCR1",2.01127272727273
"582","cytoplasm","CCDC6",-4.43147572815534
"583","cytoplasm","RBL2",-0.804036363636364
"584","cytoplasm","PIF1",1.89132638888889
"585","cytoplasm","SYNGR1",4.53630476190476
"586","cytoplasm","RAB1A",4.57284126984127
"587","cytoplasm","ZNF232",6.38981372549019
"588","cytoplasm","TRAM1",3.58335714285714
"589","cytoplasm","MEST",-0.00738095238095223
"590","cytoplasm","NUP205",-0.53092125984252
"591","cytoplasm","MRPS18C",0.181102803738318
"592","cytoplasm","MZT1",0.219316239316239
"593","cytoplasm","RAB9A",6.03247945205479
"594","cytoplasm","SLC25A33",4.49430508474576
"595","cytoplasm","NR5A1",-4.96371287128713
"596","cytoplasm","UBE2N",-3.11134965034965
"597","cytoplasm","PLEC",0.447224
"598","cytoplasm","PRDX6",-0.352885245901639
"599","cytoplasm","WAS",4.07263513513514
"600","cytoplasm","RNF207",3.69481818181818
"601","cytoplasm","MEMO1",-2.41414876033058
"602","cytoplasm","CPNE1",0.371912408759124
"603","cytoplasm","HARS2",-5.05747286821706
"604","cytoplasm","PPFIA1",5.41742592592593
"605","cytoplasm","PDE8A",2.92763636363636
"606","cytoplasm","ARHGDIA",2.43807547169811
"607","cytoplasm","WHAMM",4.52025625
"608","cytoplasm","CYC1",4.24418691588785
"609","cytoplasm","DMAC2L",2.68234558823529
"610","cytoplasm","ETS1",-3.59953271028037
"611","cytoplasm","MZT2B",2.25278378378378
"612","cytoplasm","TYK2",2.57074418604651
"613","cytoplasm","IRF5",4.64355084745763
"614","cytoplasm","ZDHHC6",16.1144821428571
"615","cytoplasm","TM7SF2",1.64107843137255
"616","cytoplasm","ZC3H12A",6.20014285714286
"617","cytoplasm","AQP7",1.31290196078431
"618","cytoplasm","MYL6B",0.900981981981982
"619","cytoplasm","TMEM258",1.20788571428571
"620","cytoplasm","KIF3A",2.59602857142857
"621","cytoplasm","PEX2",3.83511650485437
"622","cytoplasm","SLC33A1",3.39451923076923
"623","cytoplasm","KAT2A",5.3169014084507
"624","cytoplasm","STK38",2.4208431372549
"625","cytoplasm","YKT6",-0.0447636363636364
"626","cytoplasm","NFATC2",-1.75001234567901
"627","cytoplasm","COMMD6",3.3463768115942
"628","cytoplasm","CCDC124",-1.44413533834586
"629","cytoplasm","ZFP36L1",-1.15308661417323
"630","cytoplasm","NDUFB6",0.199098039215686
"631","cytoplasm","FBLIM1",2.22808
"632","cytoplasm","GLRX",3.22400862068966
"633","cytoplasm","RARA",5.0905375
"634","cytoplasm","MAPRE2",7.34224817518248
"635","cytoplasm","CERCAM",0.560810810810811
"636","cytoplasm","CNTROB",-0.0385
"637","cytoplasm","TYRO3",-7.14459813084112
"638","cytoplasm","HSD17B7",1.99915527950311
"639","cytoplasm","SRP72",1.01671223021583
"640","cytoplasm","ABCB6",5.7919298245614
"641","cytoplasm","ZEB1",-5.49546601941748
"642","cytoplasm","ZIC3",1.35415833333333
"643","cytoplasm","TTLL12",-0.0993858267716535
"644","cytoplasm","THUMPD3",8.21067961165049
"645","cytoplasm","RIPK2",-2.72317213114754
"646","cytoplasm","MON2",-5.82156279069767
"647","cytoplasm","KCNIP3",2.65167326732673
"648","cytoplasm","GAMT",5.80487804878049
"649","cytoplasm","SMG9",-1.291484375
"650","cytoplasm","MEX3D",-6.56835810810811
"651","cytoplasm","TNFAIP1",-2.73857843137255
"652","cytoplasm","KLF11",0.399168421052632
"653","cytoplasm","BNIP3L",-2.74855797101449
"654","cytoplasm","SMURF1",1.72982926829268
"655","cytoplasm","WWC2",-0.507172727272727
"656","cytoplasm","UNC119",4.72397972972973
"657","cytoplasm","MLLT3",-0.51181954887218
"658","cytoplasm","DMD",2.65758201058201
"659","cytoplasm","GOLGA4",4.76328037383178
"660","cytoplasm","SPRYD3",3.80716981132075
"661","cytoplasm","NDUFB3",0.935625
"662","cytoplasm","LRRC14",9.22237984496124
"663","cytoplasm","TUBB4B",2.3772012195122
"664","cytoplasm","ZBTB7A",-0.985745098039216
"665","cytoplasm","CYB561A3",-3.15309900990099
"666","cytoplasm","GTPBP10",1.80803361344538
"667","cytoplasm","COX7C",5.1981452991453
"668","cytoplasm","RHOG",-2.94559627329193
"669","cytoplasm","NDUFAB1",5.70169607843137
"670","cytoplasm","GEMIN7",0.0499374999999994
"671","cytoplasm","SHCBP1",1.9365625
"672","cytoplasm","CRYAB",2.01402362204724
"673","cytoplasm","HECTD3",7.2867734375
"674","cytoplasm","GNAQ",0.970637096774194
"675","cytoplasm","TDP1",4.54433846153846
"676","cytoplasm","UCP2",-1.20726732673267
"677","cytoplasm","TOR3A",-0.0756407185628745
"678","cytoplasm","RAB5C",0.130931372549019
"679","cytoplasm","PIM2",3.44372897196262
"680","cytoplasm","PTEN",2.91622330097087
"681","cytoplasm","MRPL36",7.07326470588235
"682","cytoplasm","MEX3A",3.080264
"683","cytoplasm","ECHS1",2.89387619047619
"684","cytoplasm","NSF",7.23254022988506
"685","cytoplasm","PIGX",4.50356435643564
"686","cytoplasm","MBTPS2",2.68220740740741
"687","cytoplasm","JKAMP",2.33886065573771
"688","cytoplasm","NFATC2IP",-2.41825517241379
"689","cytoplasm","CDC34",3.49206923076923
"690","cytoplasm","SIMC1",0.947933333333333
"691","cytoplasm","DCTN3",2.87135398230089
"692","cytoplasm","FEM1B",2.34133653846154
"693","cytoplasm","PSTPIP2",-6.63425925925926
"694","cytoplasm","TPM4",0.0573883495145632
"695","cytoplasm","SENP3",-5.47067272727273
"696","cytoplasm","CYP2R1",-3.22862745098039
"697","cytoplasm","ARHGEF10",4.379176
"698","cytoplasm","KCTD6",2.6442131147541
"699","cytoplasm","PCCB",3.24997247706422
"700","cytoplasm","DENND4C",0.613138888888889
"701","cytoplasm","LSM10",0.531058252427184
"702","cytoplasm","DRAM1",1.77676724137931
"703","cytoplasm","CARS2",7.54618691588785
"704","cytoplasm","NUCB2",5.01022972972973
"705","cytoplasm","DHX33",-4.62216822429907
"706","cytoplasm","TIMM9",-4.20427272727273
"707","cytoplasm","NQO1",6.49260169491525
"708","cytoplasm","HAUS7",-5.2447264957265
"709","cytoplasm","ERGIC3",1.73927642276423
"710","cytoplasm","DNASE1L1",1.07909271523179
"711","cytoplasm","BLVRB",2.15139751552795
"712","cytoplasm","KIF11",-2.48062711864407
"713","cytoplasm","MAGED2",0.551802325581395
"714","cytoplasm","BRIP1",8.08720134228188
"715","cytoplasm","RCHY1",1.8906511627907
"716","cytoplasm","ETFA",0.757247933884298
"717","cytoplasm","MAP3K11",5.14569444444445
"718","cytoplasm","RBM4B",-2.30054368932039
"719","cytoplasm","POMGNT1",-1.35185087719298
"720","cytoplasm","MPRIP",5.48923021582734
"721","cytoplasm","EPB41L5",11.4627253521127
"722","cytoplasm","TBCA",6.43719230769231
"723","cytoplasm","ARNTL2",1.20788333333333
"724","cytoplasm","RPS20",9.51228947368421
"725","cytoplasm","TMEM251",1.85891071428571
"726","cytoplasm","UCK1",0.820492647058823
"727","cytoplasm","MID1IP1",-19.4086607142857
"728","cytoplasm","VPS45",3.764224
"729","cytoplasm","CNPY3",2.26852604166667
"730","cytoplasm","RCBTB2",1.62118539325843
"731","cytoplasm","CIAO1",-0.78695045045045
"732","cytoplasm","SEC24B",0.423990099009901
"733","cytoplasm","FDX1",0.813756756756757
"734","cytoplasm","PLCXD1",0.610586206896552
"735","cytoplasm","TRNT1",2.48669523809524
"736","cytoplasm","TFCP2",2.96547580645161
"737","cytoplasm","RAB13",5.35574789915966
"738","cytoplasm","HLCS",-4.32355339805825
"739","cytoplasm","PDX1",0.454629310344827
"740","cytoplasm","PCTP",6.52358646616541
"741","cytoplasm","UBA2",2.28076923076923
"742","cytoplasm","SENP7",0.555598130841122
"743","cytoplasm","PPP1R12A",-4.22255156950673
"744","cytoplasm","RMND5A",1.51283050847458
"745","cytoplasm","SULT1A3",0.188245901639344
"746","cytoplasm","SCLY",2.84332
"747","cytoplasm","RDX",-7.19712096774194
"748","cytoplasm","NAA30",3.52596
"749","cytoplasm","VPS37C",4.15226785714286
"750","cytoplasm","RECQL4",1.23823931623932
"751","cytoplasm","PIR",9.55933333333333
"752","cytoplasm","UHRF1BP1L",0.0855377358490565
"753","cytoplasm","TMEM159",5.428921875
"754","cytoplasm","BIRC6",1.30070198675497
"755","cytoplasm","AAAS",1.61245323741007
"756","cytoplasm","HIPK2",6.73891262135922
"757","cytoplasm","GTPBP2",2.74936220472441
"758","cytoplasm","BIRC2",8.96960747663551
"759","cytoplasm","SCAMP2",1.98748969072165
"760","cytoplasm","ARHGAP18",-1.623925
"761","cytoplasm","PXMP2",1.78214035087719
"762","cytoplasm","XPO6",4.47857324840764
"763","cytoplasm","GABARAPL1",5.39302836879433
"764","cytoplasm","EPB41L2",-2.08785714285714
"765","cytoplasm","PSMB5",1.66389380530973
"766","DNA-binding transcription factor activity, RNA polymerase II-specific","ETV6",2.57494017094017
"767","DNA-binding transcription factor activity, RNA polymerase II-specific","CREB5",3.70352777777778
"768","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF550",1.77864516129032
"769","DNA-binding transcription factor activity, RNA polymerase II-specific","IRX5",-1.51342857142857
"770","DNA-binding transcription factor activity, RNA polymerase II-specific","USF2",-0.597047999999999
"771","DNA-binding transcription factor activity, RNA polymerase II-specific","RELB",-3.97656198347107
"772","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF680",4.02437404580153
"773","DNA-binding transcription factor activity, RNA polymerase II-specific","HOXA4",-2.52135294117647
"774","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF268",1.94423770491803
"775","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF341",5.56773214285714
"776","DNA-binding transcription factor activity, RNA polymerase II-specific","NR2F6",0.872768595041322
"777","DNA-binding transcription factor activity, RNA polymerase II-specific","TLX1",1.94435643564356
"778","DNA-binding transcription factor activity, RNA polymerase II-specific","MNX1",1.3237641509434
"779","DNA-binding transcription factor activity, RNA polymerase II-specific","PROX1",-3.03971559633027
"780","DNA-binding transcription factor activity, RNA polymerase II-specific","HES3",1.837
"781","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF579",3.89034615384615
"782","DNA-binding transcription factor activity, RNA polymerase II-specific","ETV3",1.64311875
"783","DNA-binding transcription factor activity, RNA polymerase II-specific","ZHX1",2.17730630630631
"784","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF850",-0.835447619047619
"785","DNA-binding transcription factor activity, RNA polymerase II-specific","GSC2",-4.26838613861386
"786","DNA-binding transcription factor activity, RNA polymerase II-specific","PURB",1.18850694444444
"787","DNA-binding transcription factor activity, RNA polymerase II-specific","RBAK",2.45651829268293
"788","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF74",3.83675384615385
"789","DNA-binding transcription factor activity, RNA polymerase II-specific","OLIG2",0.481404761904762
"790","DNA-binding transcription factor activity, RNA polymerase II-specific","MYT1L",1.21879310344828
"791","DNA-binding transcription factor activity, RNA polymerase II-specific","CUX1",5.06254385964912
"792","DNA-binding transcription factor activity, RNA polymerase II-specific","SOX4",-1.20075454545455
"793","DNA-binding transcription factor activity, RNA polymerase II-specific","TBXT",3.01036936936937
"794","DNA-binding transcription factor activity, RNA polymerase II-specific","FOXO4",1.48817391304348
"795","DNA-binding transcription factor activity, RNA polymerase II-specific","PPARD",4.18376
"796","DNA-binding transcription factor activity, RNA polymerase II-specific","KLF9",-5.19609375
"797","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF215",4.65004411764706
"798","DNA-binding transcription factor activity, RNA polymerase II-specific","SIM1",1.861225
"799","DNA-binding transcription factor activity, RNA polymerase II-specific","NFIB",-2.93631147540984
"800","DNA-binding transcription factor activity, RNA polymerase II-specific","GLI4",3.91878048780488
"801","DNA-binding transcription factor activity, RNA polymerase II-specific","TEAD3",-6.41766137566138
"802","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF530",6.23266013071895
"803","DNA-binding transcription factor activity, RNA polymerase II-specific","NKX6-2",5.83370370370371
"804","DNA-binding transcription factor activity, RNA polymerase II-specific","SKI",4.09915315315315
"805","DNA-binding transcription factor activity, RNA polymerase II-specific","CASZ1",3.25991240875912
"806","DNA-binding transcription factor activity, RNA polymerase II-specific","ELK4",3.20176923076923
"807","DNA-binding transcription factor activity, RNA polymerase II-specific","ASCL2",6.5857
"808","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF527",-1.7231
"809","DNA-binding transcription factor activity, RNA polymerase II-specific","MECOM",3.12173684210526
"810","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF736",3.82413846153846
"811","DNA-binding transcription factor activity, RNA polymerase II-specific","HOMEZ",6.61112230215827
"812","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF572",0.739692307692308
"813","DNA-binding transcription factor activity, RNA polymerase II-specific","MZF1",1.55219402985075
"814","DNA-binding transcription factor activity, RNA polymerase II-specific","TFDP1",-2.10745283018868
"815","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF623",2.86491891891892
"816","DNA-binding transcription factor activity, RNA polymerase II-specific","TWIST1",5.05020661157025
"817","DNA-binding transcription factor activity, RNA polymerase II-specific","PLSCR1",2.01127272727273
"818","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF222",5.81634862385321
"819","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF232",6.38981372549019
"820","DNA-binding transcription factor activity, RNA polymerase II-specific","HOXA3",-9.12504716981132
"821","DNA-binding transcription factor activity, RNA polymerase II-specific","NR5A1",-4.96371287128713
"822","DNA-binding transcription factor activity, RNA polymerase II-specific","ETS1",-3.59953271028037
"823","DNA-binding transcription factor activity, RNA polymerase II-specific","IRF5",4.64355084745763
"824","DNA-binding transcription factor activity, RNA polymerase II-specific","FOXI1",1.44487428571429
"825","DNA-binding transcription factor activity, RNA polymerase II-specific","NFATC2",-1.75001234567901
"826","DNA-binding transcription factor activity, RNA polymerase II-specific","ATF1",-0.150587155963303
"827","DNA-binding transcription factor activity, RNA polymerase II-specific","RARA",5.0905375
"828","DNA-binding transcription factor activity, RNA polymerase II-specific","CREBL2",0.752758620689655
"829","DNA-binding transcription factor activity, RNA polymerase II-specific","ZEB1",-5.49546601941748
"830","DNA-binding transcription factor activity, RNA polymerase II-specific","ZIC3",1.35415833333333
"831","DNA-binding transcription factor activity, RNA polymerase II-specific","KCNIP3",2.65167326732673
"832","DNA-binding transcription factor activity, RNA polymerase II-specific","KLF11",0.399168421052632
"833","DNA-binding transcription factor activity, RNA polymerase II-specific","HOXC8",2.79115596330275
"834","DNA-binding transcription factor activity, RNA polymerase II-specific","ZBTB7A",-0.985745098039216
"835","DNA-binding transcription factor activity, RNA polymerase II-specific","CSRNP3",3.182
"836","DNA-binding transcription factor activity, RNA polymerase II-specific","LBX2",5.66341176470588
"837","DNA-binding transcription factor activity, RNA polymerase II-specific","FOXE3",5.09370476190476
"838","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF345",-7.19012213740458
"839","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF324B",-0.33426724137931
"840","DNA-binding transcription factor activity, RNA polymerase II-specific","KLF13",4.04594482758621
"841","DNA-binding transcription factor activity, RNA polymerase II-specific","ARNTL2",1.20788333333333
"842","DNA-binding transcription factor activity, RNA polymerase II-specific","SIX6",-9.03729197080292
"843","DNA-binding transcription factor activity, RNA polymerase II-specific","TFCP2",2.96547580645161
"844","DNA-binding transcription factor activity, RNA polymerase II-specific","PDX1",0.454629310344827
"845","DNA-binding transcription factor activity","ETV6",2.57494017094017
"846","DNA-binding transcription factor activity","CREB5",3.70352777777778
"847","DNA-binding transcription factor activity","ZNF550",1.77864516129032
"848","DNA-binding transcription factor activity","IRX5",-1.51342857142857
"849","DNA-binding transcription factor activity","USF2",-0.597047999999999
"850","DNA-binding transcription factor activity","RELB",-3.97656198347107
"851","DNA-binding transcription factor activity","ZNF680",4.02437404580153
"852","DNA-binding transcription factor activity","HOXA4",-2.52135294117647
"853","DNA-binding transcription factor activity","ZNF268",1.94423770491803
"854","DNA-binding transcription factor activity","ZNF341",5.56773214285714
"855","DNA-binding transcription factor activity","NR2F6",0.872768595041322
"856","DNA-binding transcription factor activity","TLX1",1.94435643564356
"857","DNA-binding transcription factor activity","MNX1",1.3237641509434
"858","DNA-binding transcription factor activity","PROX1",-3.03971559633027
"859","DNA-binding transcription factor activity","HES3",1.837
"860","DNA-binding transcription factor activity","ZNF579",3.89034615384615
"861","DNA-binding transcription factor activity","ETV3",1.64311875
"862","DNA-binding transcription factor activity","ZHX1",2.17730630630631
"863","DNA-binding transcription factor activity","ZNF850",-0.835447619047619
"864","DNA-binding transcription factor activity","IKZF2",0.535715447154472
"865","DNA-binding transcription factor activity","GSC2",-4.26838613861386
"866","DNA-binding transcription factor activity","PURB",1.18850694444444
"867","DNA-binding transcription factor activity","RBAK",2.45651829268293
"868","DNA-binding transcription factor activity","ZNF74",3.83675384615385
"869","DNA-binding transcription factor activity","OLIG2",0.481404761904762
"870","DNA-binding transcription factor activity","MYT1L",1.21879310344828
"871","DNA-binding transcription factor activity","CUX1",5.06254385964912
"872","DNA-binding transcription factor activity","SOX4",-1.20075454545455
"873","DNA-binding transcription factor activity","TBXT",3.01036936936937
"874","DNA-binding transcription factor activity","FOXO4",1.48817391304348
"875","DNA-binding transcription factor activity","PPARD",4.18376
"876","DNA-binding transcription factor activity","KLF9",-5.19609375
"877","DNA-binding transcription factor activity","ZNF215",4.65004411764706
"878","DNA-binding transcription factor activity","SIM1",1.861225
"879","DNA-binding transcription factor activity","NFIB",-2.93631147540984
"880","DNA-binding transcription factor activity","GLI4",3.91878048780488
"881","DNA-binding transcription factor activity","TEAD3",-6.41766137566138
"882","DNA-binding transcription factor activity","ZNF530",6.23266013071895
"883","DNA-binding transcription factor activity","NKX6-2",5.83370370370371
"884","DNA-binding transcription factor activity","SKI",4.09915315315315
"885","DNA-binding transcription factor activity","CASZ1",3.25991240875912
"886","DNA-binding transcription factor activity","ELK4",3.20176923076923
"887","DNA-binding transcription factor activity","ASCL2",6.5857
"888","DNA-binding transcription factor activity","ZNF527",-1.7231
"889","DNA-binding transcription factor activity","MECOM",3.12173684210526
"890","DNA-binding transcription factor activity","ZNF736",3.82413846153846
"891","DNA-binding transcription factor activity","HOMEZ",6.61112230215827
"892","DNA-binding transcription factor activity","ZNF572",0.739692307692308
"893","DNA-binding transcription factor activity","MZF1",1.55219402985075
"894","DNA-binding transcription factor activity","TFDP1",-2.10745283018868
"895","DNA-binding transcription factor activity","ZNF623",2.86491891891892
"896","DNA-binding transcription factor activity","TWIST1",5.05020661157025
"897","DNA-binding transcription factor activity","PLSCR1",2.01127272727273
"898","DNA-binding transcription factor activity","ZNF222",5.81634862385321
"899","DNA-binding transcription factor activity","ZNF232",6.38981372549019
"900","DNA-binding transcription factor activity","HOXA3",-9.12504716981132
"901","DNA-binding transcription factor activity","NR5A1",-4.96371287128713
"902","DNA-binding transcription factor activity","ETS1",-3.59953271028037
"903","DNA-binding transcription factor activity","IRF5",4.64355084745763
"904","DNA-binding transcription factor activity","FOXI1",1.44487428571429
"905","DNA-binding transcription factor activity","NFATC2",-1.75001234567901
"906","DNA-binding transcription factor activity","ATF1",-0.150587155963303
"907","DNA-binding transcription factor activity","RARA",5.0905375
"908","DNA-binding transcription factor activity","CREBL2",0.752758620689655
"909","DNA-binding transcription factor activity","ZEB1",-5.49546601941748
"910","DNA-binding transcription factor activity","ZIC3",1.35415833333333
"911","DNA-binding transcription factor activity","KCNIP3",2.65167326732673
"912","DNA-binding transcription factor activity","KLF11",0.399168421052632
"913","DNA-binding transcription factor activity","HOXC8",2.79115596330275
"914","DNA-binding transcription factor activity","ZBTB7A",-0.985745098039216
"915","DNA-binding transcription factor activity","CSRNP3",3.182
"916","DNA-binding transcription factor activity","LBX2",5.66341176470588
"917","DNA-binding transcription factor activity","FOXE3",5.09370476190476
"918","DNA-binding transcription factor activity","ZNF345",-7.19012213740458
"919","DNA-binding transcription factor activity","ZNF324B",-0.33426724137931
"920","DNA-binding transcription factor activity","KLF13",4.04594482758621
"921","DNA-binding transcription factor activity","ARNTL2",1.20788333333333
"922","DNA-binding transcription factor activity","SIX6",-9.03729197080292
"923","DNA-binding transcription factor activity","TFCP2",2.96547580645161
"924","DNA-binding transcription factor activity","PDX1",0.454629310344827
"925","DNA-binding transcription factor activity, RNA polymerase II-specific","ETV6",2.57494017094017
"926","DNA-binding transcription factor activity, RNA polymerase II-specific","CREB5",3.70352777777778
"927","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF550",1.77864516129032
"928","DNA-binding transcription factor activity, RNA polymerase II-specific","IRX5",-1.51342857142857
"929","DNA-binding transcription factor activity, RNA polymerase II-specific","USF2",-0.597047999999999
"930","DNA-binding transcription factor activity, RNA polymerase II-specific","RELB",-3.97656198347107
"931","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF680",4.02437404580153
"932","DNA-binding transcription factor activity, RNA polymerase II-specific","HOXA4",-2.52135294117647
"933","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF268",1.94423770491803
"934","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF341",5.56773214285714
"935","DNA-binding transcription factor activity, RNA polymerase II-specific","NR2F6",0.872768595041322
"936","DNA-binding transcription factor activity, RNA polymerase II-specific","TLX1",1.94435643564356
"937","DNA-binding transcription factor activity, RNA polymerase II-specific","MNX1",1.3237641509434
"938","DNA-binding transcription factor activity, RNA polymerase II-specific","PROX1",-3.03971559633027
"939","DNA-binding transcription factor activity, RNA polymerase II-specific","HES3",1.837
"940","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF579",3.89034615384615
"941","DNA-binding transcription factor activity, RNA polymerase II-specific","ETV3",1.64311875
"942","DNA-binding transcription factor activity, RNA polymerase II-specific","ZHX1",2.17730630630631
"943","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF850",-0.835447619047619
"944","DNA-binding transcription factor activity, RNA polymerase II-specific","GSC2",-4.26838613861386
"945","DNA-binding transcription factor activity, RNA polymerase II-specific","PURB",1.18850694444444
"946","DNA-binding transcription factor activity, RNA polymerase II-specific","RBAK",2.45651829268293
"947","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF74",3.83675384615385
"948","DNA-binding transcription factor activity, RNA polymerase II-specific","OLIG2",0.481404761904762
"949","DNA-binding transcription factor activity, RNA polymerase II-specific","MYT1L",1.21879310344828
"950","DNA-binding transcription factor activity, RNA polymerase II-specific","CUX1",5.06254385964912
"951","DNA-binding transcription factor activity, RNA polymerase II-specific","SOX4",-1.20075454545455
"952","DNA-binding transcription factor activity, RNA polymerase II-specific","TBXT",3.01036936936937
"953","DNA-binding transcription factor activity, RNA polymerase II-specific","FOXO4",1.48817391304348
"954","DNA-binding transcription factor activity, RNA polymerase II-specific","PPARD",4.18376
"955","DNA-binding transcription factor activity, RNA polymerase II-specific","KLF9",-5.19609375
"956","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF215",4.65004411764706
"957","DNA-binding transcription factor activity, RNA polymerase II-specific","SIM1",1.861225
"958","DNA-binding transcription factor activity, RNA polymerase II-specific","NFIB",-2.93631147540984
"959","DNA-binding transcription factor activity, RNA polymerase II-specific","GLI4",3.91878048780488
"960","DNA-binding transcription factor activity, RNA polymerase II-specific","TEAD3",-6.41766137566138
"961","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF530",6.23266013071895
"962","DNA-binding transcription factor activity, RNA polymerase II-specific","NKX6-2",5.83370370370371
"963","DNA-binding transcription factor activity, RNA polymerase II-specific","SKI",4.09915315315315
"964","DNA-binding transcription factor activity, RNA polymerase II-specific","CASZ1",3.25991240875912
"965","DNA-binding transcription factor activity, RNA polymerase II-specific","ELK4",3.20176923076923
"966","DNA-binding transcription factor activity, RNA polymerase II-specific","ASCL2",6.5857
"967","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF527",-1.7231
"968","DNA-binding transcription factor activity, RNA polymerase II-specific","MECOM",3.12173684210526
"969","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF736",3.82413846153846
"970","DNA-binding transcription factor activity, RNA polymerase II-specific","HOMEZ",6.61112230215827
"971","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF572",0.739692307692308
"972","DNA-binding transcription factor activity, RNA polymerase II-specific","MZF1",1.55219402985075
"973","DNA-binding transcription factor activity, RNA polymerase II-specific","TFDP1",-2.10745283018868
"974","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF623",2.86491891891892
"975","DNA-binding transcription factor activity, RNA polymerase II-specific","TWIST1",5.05020661157025
"976","DNA-binding transcription factor activity, RNA polymerase II-specific","PLSCR1",2.01127272727273
"977","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF222",5.81634862385321
"978","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF232",6.38981372549019
"979","DNA-binding transcription factor activity, RNA polymerase II-specific","HOXA3",-9.12504716981132
"980","DNA-binding transcription factor activity, RNA polymerase II-specific","NR5A1",-4.96371287128713
"981","DNA-binding transcription factor activity, RNA polymerase II-specific","ETS1",-3.59953271028037
"982","DNA-binding transcription factor activity, RNA polymerase II-specific","IRF5",4.64355084745763
"983","DNA-binding transcription factor activity, RNA polymerase II-specific","FOXI1",1.44487428571429
"984","DNA-binding transcription factor activity, RNA polymerase II-specific","NFATC2",-1.75001234567901
"985","DNA-binding transcription factor activity, RNA polymerase II-specific","ATF1",-0.150587155963303
"986","DNA-binding transcription factor activity, RNA polymerase II-specific","RARA",5.0905375
"987","DNA-binding transcription factor activity, RNA polymerase II-specific","CREBL2",0.752758620689655
"988","DNA-binding transcription factor activity, RNA polymerase II-specific","ZEB1",-5.49546601941748
"989","DNA-binding transcription factor activity, RNA polymerase II-specific","ZIC3",1.35415833333333
"990","DNA-binding transcription factor activity, RNA polymerase II-specific","KCNIP3",2.65167326732673
"991","DNA-binding transcription factor activity, RNA polymerase II-specific","KLF11",0.399168421052632
"992","DNA-binding transcription factor activity, RNA polymerase II-specific","HOXC8",2.79115596330275
"993","DNA-binding transcription factor activity, RNA polymerase II-specific","ZBTB7A",-0.985745098039216
"994","DNA-binding transcription factor activity, RNA polymerase II-specific","CSRNP3",3.182
"995","DNA-binding transcription factor activity, RNA polymerase II-specific","LBX2",5.66341176470588
"996","DNA-binding transcription factor activity, RNA polymerase II-specific","FOXE3",5.09370476190476
"997","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF345",-7.19012213740458
"998","DNA-binding transcription factor activity, RNA polymerase II-specific","ZNF324B",-0.33426724137931
"999","DNA-binding transcription factor activity, RNA polymerase II-specific","KLF13",4.04594482758621
"1000","DNA-binding transcription factor activity, RNA polymerase II-specific","ARNTL2",1.20788333333333
"1001","DNA-binding transcription factor activity, RNA polymerase II-specific","SIX6",-9.03729197080292
"1002","DNA-binding transcription factor activity, RNA polymerase II-specific","TFCP2",2.96547580645161
"1003","DNA-binding transcription factor activity, RNA polymerase II-specific","PDX1",0.454629310344827
"1004","RNA polymerase II transcription regulatory region sequence-specific DNA binding","ETV6",2.57494017094017
"1005","RNA polymerase II transcription regulatory region sequence-specific DNA binding","CREB5",3.70352777777778
"1006","RNA polymerase II transcription regulatory region sequence-specific DNA binding","ZNF550",1.77864516129032
"1007","RNA polymerase II transcription regulatory region sequence-specific DNA binding","IRX5",-1.51342857142857
"1008","RNA polymerase II transcription regulatory region sequence-specific DNA binding","USF2",-0.597047999999999
